extracted_path,loc_x,loc_y,displacement_mm,force_n,session
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00143.jpg",-140,-6,3.1677,0.09,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00144.jpg",-140,-6,3.1895,0.091,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00145.jpg",-140,-6,3.211,0.092,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00146.jpg",-140,-6,3.2332,0.092,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00147.jpg",-140,-6,3.2555,0.093,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00148.jpg",-140,-6,3.2772,0.096,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00149.jpg",-140,-6,3.2995,0.096,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00150.jpg",-140,-6,3.3213,0.096,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00151.jpg",-140,-6,3.3437,0.097,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00152.jpg",-140,-6,3.3655,0.099,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00153.jpg",-140,-6,3.3875,0.1,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00154.jpg",-140,-6,3.4095,0.101,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00155.jpg",-140,-6,3.4365,0.102,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00156.jpg",-140,-6,3.4588,0.103,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00157.jpg",-140,-6,3.481,0.105,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00158.jpg",-140,-6,3.5027,0.105,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00159.jpg",-140,-6,3.5243,0.106,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00160.jpg",-140,-6,3.5465,0.107,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00161.jpg",-140,-6,3.5687,0.108,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00162.jpg",-140,-6,3.5908,0.11,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00163.jpg",-140,-6,3.6128,0.11,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00164.jpg",-140,-6,3.6347,0.112,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00165.jpg",-140,-6,3.6567,0.112,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00166.jpg",-140,-6,3.6787,0.114,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00167.jpg",-140,-6,3.7008,0.115,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00168.jpg",-140,-6,3.7225,0.115,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00169.jpg",-140,-6,3.7447,0.116,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00170.jpg",-140,-6,3.7668,0.118,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00171.jpg",-140,-6,3.7888,0.119,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00172.jpg",-140,-6,3.8108,0.12,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00173.jpg",-140,-6,3.8327,0.122,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00174.jpg",-140,-6,3.8545,0.123,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00175.jpg",-140,-6,3.8765,0.124,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00176.jpg",-140,-6,3.8987,0.126,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00177.jpg",-140,-6,3.9207,0.126,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00178.jpg",-140,-6,3.9428,0.127,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00179.jpg",-140,-6,3.9652,0.128,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00180.jpg",-140,-6,3.9865,0.13,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00181.jpg",-140,-6,4.009,0.132,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00182.jpg",-140,-6,4.031,0.132,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00183.jpg",-140,-6,4.0525,0.133,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00184.jpg",-140,-6,4.0745,0.134,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00185.jpg",-140,-6,4.097,0.135,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00186.jpg",-140,-6,4.1188,0.136,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00187.jpg",-140,-6,4.1412,0.137,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00188.jpg",-140,-6,4.1628,0.139,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00189.jpg",-140,-6,4.1852,0.14,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00190.jpg",-140,-6,4.2072,0.142,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00191.jpg",-140,-6,4.2285,0.143,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00192.jpg",-140,-6,4.2508,0.144,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00193.jpg",-140,-6,4.273,0.144,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00194.jpg",-140,-6,4.3003,0.146,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00195.jpg",-140,-6,4.3223,0.147,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00196.jpg",-140,-6,4.3443,0.149,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00197.jpg",-140,-6,4.3662,0.151,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00198.jpg",-140,-6,4.388,0.151,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00199.jpg",-140,-6,4.4103,0.153,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00200.jpg",-140,-6,4.4322,0.153,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00201.jpg",-140,-6,4.4547,0.154,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00202.jpg",-140,-6,4.4763,0.157,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00203.jpg",-140,-6,4.4982,0.158,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00204.jpg",-140,-6,4.5205,0.159,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00205.jpg",-140,-6,4.5423,0.161,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00206.jpg",-140,-6,4.5638,0.162,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00207.jpg",-140,-6,4.5863,0.163,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00208.jpg",-140,-6,4.6087,0.165,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00209.jpg",-140,-6,4.6302,0.165,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00210.jpg",-140,-6,4.6525,0.165,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00211.jpg",-140,-6,4.6743,0.168,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00212.jpg",-140,-6,4.6965,0.169,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00213.jpg",-140,-6,4.7182,0.171,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00214.jpg",-140,-6,4.7403,0.171,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00215.jpg",-140,-6,4.7622,0.173,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00216.jpg",-140,-6,4.7843,0.175,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00217.jpg",-140,-6,4.8062,0.176,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00218.jpg",-140,-6,4.8283,0.177,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00219.jpg",-140,-6,4.8503,0.178,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00220.jpg",-140,-6,4.8727,0.181,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00221.jpg",-140,-6,4.8942,0.182,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00222.jpg",-140,-6,4.9165,0.185,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00223.jpg",-140,-6,4.9385,0.186,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00224.jpg",-140,-6,4.9605,0.187,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00225.jpg",-140,-6,4.9825,0.188,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00226.jpg",-140,-6,5.0045,0.189,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00227.jpg",-140,-6,5.0263,0.19,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00228.jpg",-140,-6,5.0483,0.192,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00229.jpg",-140,-6,5.0702,0.193,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00230.jpg",-140,-6,5.0922,0.194,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00231.jpg",-140,-6,5.1147,0.195,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00232.jpg",-140,-6,5.1415,0.198,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00233.jpg",-140,-6,5.1638,0.199,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00234.jpg",-140,-6,5.1857,0.2,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00235.jpg",-140,-6,5.2077,0.202,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00236.jpg",-140,-6,5.2293,0.204,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00237.jpg",-140,-6,5.252,0.205,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00238.jpg",-140,-6,5.2737,0.206,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00239.jpg",-140,-6,5.2958,0.208,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00240.jpg",-140,-6,5.3177,0.208,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00241.jpg",-140,-6,5.34,0.21,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00242.jpg",-140,-6,5.3618,0.213,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00243.jpg",-140,-6,5.3838,0.214,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00244.jpg",-140,-6,5.4053,0.215,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00245.jpg",-140,-6,5.4277,0.217,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00246.jpg",-140,-6,5.4497,0.219,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00247.jpg",-140,-6,5.472,0.221,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00248.jpg",-140,-6,5.494,0.222,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00249.jpg",-140,-6,5.516,0.223,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00250.jpg",-140,-6,5.5375,0.225,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00251.jpg",-140,-6,5.5595,0.226,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00252.jpg",-140,-6,5.5817,0.228,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00253.jpg",-140,-6,5.6035,0.23,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00254.jpg",-140,-6,5.6258,0.23,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00255.jpg",-140,-6,5.648,0.232,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00256.jpg",-140,-6,5.6697,0.233,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00257.jpg",-140,-6,5.6917,0.235,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00258.jpg",-140,-6,5.7135,0.237,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00259.jpg",-140,-6,5.7355,0.239,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00260.jpg",-140,-6,5.7578,0.24,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00261.jpg",-140,-6,5.78,0.242,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00262.jpg",-140,-6,5.802,0.243,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00263.jpg",-140,-6,5.824,0.245,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00264.jpg",-140,-6,5.8455,0.246,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00265.jpg",-140,-6,5.868,0.249,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00266.jpg",-140,-6,5.8897,0.251,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00267.jpg",-140,-6,5.9118,0.252,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00268.jpg",-140,-6,5.9338,0.254,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00269.jpg",-140,-6,5.9562,0.254,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00270.jpg",-140,-6,5.983,0.256,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00271.jpg",-140,-6,6.0052,0.258,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00272.jpg",-140,-6,6.027,0.26,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00273.jpg",-140,-6,6.049,0.261,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00274.jpg",-140,-6,6.0708,0.264,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00275.jpg",-140,-6,6.0932,0.266,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00276.jpg",-140,-6,6.1152,0.267,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00277.jpg",-140,-6,6.1372,0.269,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00278.jpg",-140,-6,6.159,0.27,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00279.jpg",-140,-6,6.181,0.273,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00280.jpg",-140,-6,6.2027,0.275,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00281.jpg",-140,-6,6.2248,0.28,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00282.jpg",-140,-6,6.247,0.281,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00283.jpg",-140,-6,6.2693,0.282,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00284.jpg",-140,-6,6.2912,0.283,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00285.jpg",-140,-6,6.3132,0.284,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00286.jpg",-140,-6,6.3352,0.286,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00287.jpg",-140,-6,6.3568,0.288,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00288.jpg",-140,-6,6.3792,0.29,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00289.jpg",-140,-6,6.4012,0.292,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00290.jpg",-140,-6,6.4232,0.292,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00291.jpg",-140,-6,6.445,0.295,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00292.jpg",-140,-6,6.4668,0.297,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00293.jpg",-140,-6,6.4892,0.297,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00294.jpg",-140,-6,6.5112,0.299,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00295.jpg",-140,-6,6.533,0.302,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00296.jpg",-140,-6,6.5552,0.304,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00297.jpg",-140,-6,6.577,0.305,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00298.jpg",-140,-6,6.599,0.306,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00299.jpg",-140,-6,6.6213,0.31,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00300.jpg",-140,-6,6.6432,0.311,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00301.jpg",-140,-6,6.665,0.312,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00302.jpg",-140,-6,6.6873,0.313,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00303.jpg",-140,-6,6.7092,0.315,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00304.jpg",-140,-6,6.7312,0.317,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00305.jpg",-140,-6,6.7532,0.32,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00306.jpg",-140,-6,6.7752,0.32,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00307.jpg",-140,-6,6.7975,0.322,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00308.jpg",-140,-6,6.8193,0.324,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00309.jpg",-140,-6,6.8468,0.326,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00310.jpg",-140,-6,6.8685,0.328,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00311.jpg",-140,-6,6.8907,0.329,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00312.jpg",-140,-6,6.9123,0.332,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00313.jpg",-140,-6,6.9347,0.334,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00314.jpg",-140,-6,6.9567,0.336,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00315.jpg",-140,-6,6.979,0.337,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00316.jpg",-140,-6,7.0003,0.34,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00317.jpg",-140,-6,7.0232,0.343,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00318.jpg",-140,-6,7.0443,0.344,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00319.jpg",-140,-6,7.0665,0.346,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00320.jpg",-140,-6,7.0885,0.348,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00321.jpg",-140,-6,7.111,0.351,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00322.jpg",-140,-6,7.1327,0.352,"(-140, -6)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00323.jpg",-140,-6,7.155,0.355,"(-140, -6)"
